"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",9,0,0,2,3,6,0,0,0,3,0
"chr1:243545510|243563848",0,0,0,4,0,0,0,0,0,0,0
"chr1:244477541|244499079",0,0,0,2,0,0,0,0,0,0,0
"chr1:244552322|244561145",0,0,0,2,0,2,0,0,0,0,0
"chr1:245017242|245083688",0,0,0,2,0,0,0,0,3,3,0
"chr10:1056348|1072293",0,0,0,3,4,0,0,0,0,2,0
"chr10:7609420|7655675",0,0,0,2,0,0,0,0,0,0,2
"chr10:7615982|7617282",0,0,0,2,0,0,0,0,0,2,0
"chr10:7963920|7977323",0,0,0,3,0,0,0,0,0,0,0
"chr10:12249581|12250469",0,0,0,2,0,0,0,0,0,0,0
"chr10:13127745|13133581",0,0,0,3,0,0,0,0,0,0,0
"chr10:15572211|15592304",0,0,0,2,0,0,0,0,0,0,0
"chr10:26500819|26513660",0,0,0,2,0,0,0,0,0,0,0
"chr10:27114521|27121448",0,0,0,2,0,0,0,0,4,2,0
"chr10:29490847|29499263",0,0,0,2,0,0,0,0,0,0,0
"chr10:29512735|29533458",0,0,0,2,0,0,0,0,0,5,0
"chr10:29522410|29524715",0,0,0,2,0,0,0,0,0,0,0
"chr10:31355144|31461237",0,0,0,3,0,3,0,0,0,2,0
"chr10:32021022|32021287",0,0,0,3,0,2,0,2,0,0,2
"chr10:32462683|32474023",0,0,0,2,0,0,0,0,0,0,0
"chr10:37803833|37838111",0,0,0,2,5,2,2,0,2,0,0
"chr10:45457785|45464327",0,0,0,3,0,0,0,0,0,2,0
"chr10:48401612|48404981",0,0,0,2,0,0,0,0,0,0,0
"chr10:72223888|72230440",0,0,0,3,0,0,0,0,0,0,0
"chr10:73030271|73047101",0,0,0,2,0,0,0,0,0,0,0
"chr10:74097204|74101097",0,0,0,3,0,0,0,0,0,3,2
"chr10:77304387|77404023",0,0,0,2,0,0,0,0,0,0,0
"chr10:84447835|84477664",0,0,0,3,0,0,0,0,0,0,0
"chr10:86451967|86473973",0,0,0,4,0,0,0,0,0,0,0
"chr10:89751346|89762835",0,0,0,2,0,0,0,3,0,0,0
"chr10:91819270|91842391",0,0,0,2,0,0,0,0,2,0,0
"chr10:95339133|95339327",0,0,0,2,0,0,0,0,2,0,0
"chr10:95351209|95410777",0,0,0,2,0,0,2,0,0,3,0
"chr10:96155924|96160402",0,0,0,2,0,0,0,0,0,0,0
"chr10:102157019|102158214",0,0,0,3,0,0,0,0,0,0,0
"chr10:102358039|102359435",0,0,0,2,0,0,0,0,0,2,0
"chr10:112888735|112906213",0,0,0,2,2,0,0,0,0,2,0
"chr10:114830852|114848737",0,0,0,2,4,0,0,0,0,0,3
"chr10:114959726|114974385",0,0,0,2,0,0,0,0,0,5,0
"chr10:115461941|115469329",0,0,0,2,3,0,0,0,0,0,0
"chr10:118691265|118695230",0,0,0,2,0,0,0,0,0,0,0
"chr10:121898841|121913893",0,0,0,5,0,0,0,0,0,2,0
"chr11:3768581|3768744",0,0,0,4,0,3,0,0,0,2,0
"chr11:3768581|3776021",0,0,0,4,0,2,0,0,2,3,0
"chr11:9420411|9431003",0,0,0,3,0,0,0,0,0,0,0
"chr11:12496458|12513360",0,0,0,2,0,0,0,0,0,0,0
"chr11:17988597|18008076",0,0,0,2,0,0,0,0,0,0,0
"chr11:18546880|18566482",0,0,0,2,0,0,0,0,0,0,0
"chr11:19350178|19351027",0,0,0,2,0,2,0,0,0,3,0
"chr11:19350373|19351027",0,0,0,2,0,0,0,0,2,5,0
"chr11:20080064|20083179",0,0,0,2,0,3,3,0,4,0,0
"chr11:34076236|34076642",0,0,0,2,2,0,2,0,0,0,0
"chr11:34086064|34092056",0,0,0,2,0,0,0,0,0,2,0
"chr11:34113716|34115884",0,0,0,2,0,0,0,0,0,0,0
"chr11:34957384|34992379",0,0,0,5,2,0,0,0,0,0,0
"chr11:45965315|46092223",0,0,0,2,0,2,0,0,0,0,0
"chr11:47358844|47360040",0,0,0,3,0,2,0,0,2,0,2
"chr11:59642880|59647913",0,0,0,2,0,0,0,0,0,0,0
"chr11:65430769|65437657",0,0,0,4,0,0,0,0,2,0,3
"chr11:65435067|65437657",0,0,0,2,0,0,0,0,0,0,0
"chr11:65436538|65444059",0,0,0,2,0,0,0,0,0,0,0
"chr11:66210362|66211259",0,0,0,2,0,0,0,0,0,0,0
"chr11:66486540|66488007",0,0,0,2,0,0,0,0,0,0,0
"chr11:70330173|70348420",0,0,0,3,0,0,0,0,0,0,0
"chr11:70354301|70362488",0,0,0,3,0,0,0,2,0,0,0
"chr11:70372215|70378195",0,0,0,5,0,0,0,0,0,0,0
"chr11:72837531|72840959",0,0,0,2,0,0,0,0,0,0,0
"chr11:77675036|77693611",0,0,0,5,2,0,0,0,0,0,0
"chr11:83111113|83117197",0,0,0,5,0,0,0,0,0,0,0
"chr11:86000643|86003451",0,0,0,2,0,0,0,0,0,0,0
"chr11:89373432|89402542",0,0,0,2,3,0,0,0,0,0,0
"chr11:89421902|89451895",0,0,0,3,5,0,0,6,0,0,3
"chr11:93696320|93700186",0,0,0,2,0,0,0,0,0,0,0
"chr11:93788001|93794035",0,0,0,2,0,0,0,0,0,2,0
"chr11:103115177|103121496",0,0,0,2,0,0,2,0,0,0,0
"chr11:108131907|108134316",0,0,0,2,0,0,0,0,0,0,0
"chr11:118481715|118482495",0,0,0,2,2,0,0,0,0,0,2
"chr11:119296918|119299587",0,0,0,2,0,0,0,0,0,0,0
"chr11:122956496|122957491",0,0,0,3,0,0,0,0,3,0,0
"chr11:130109429|130110661",0,0,0,2,0,0,0,0,5,3,0
"chr12:350621|366104",0,0,0,2,3,0,0,0,2,3,0
"chr12:929764|930144",0,0,0,2,0,0,0,0,0,0,0
"chr12:1289852|1408247",0,0,0,2,0,4,0,2,2,2,0
"chr12:5799507|5922804",0,0,0,5,2,0,0,0,0,0,3
"chr12:7482643|7483675",0,0,0,2,0,0,0,0,0,0,0
"chr12:11047020|11121180",0,0,0,4,3,0,0,0,0,0,2
"chr12:11095698|11121180",0,0,0,2,0,0,0,0,0,0,0
"chr12:22484697|22506819",0,0,0,2,0,0,0,0,0,0,0
"chr12:23755638|23896024",0,0,0,2,2,0,0,0,0,0,0
"chr12:26055279|26067713",0,0,0,3,0,0,0,0,0,4,0
"chr12:26621123|26655852",0,0,0,2,0,0,0,0,0,0,0
"chr12:26711173|26725765",0,0,0,2,0,0,0,0,0,0,0
"chr12:26990450|27003390",0,0,0,5,3,0,0,0,0,2,0
"chr12:27633362|27635115",0,0,0,2,0,0,0,0,0,0,0
"chr12:27650010|27667320",0,0,0,2,0,0,0,0,0,0,0
"chr12:28391304|28484165",0,0,0,2,0,0,0,0,0,0,0
"chr12:29556857|29583574",0,0,0,2,0,0,0,0,0,0,0
"chr12:29633147|29660885",0,0,0,2,0,0,0,0,0,2,3
"chr12:29755709|29758777",0,0,0,2,0,2,2,0,0,0,0
"chr12:45518318|45519153",0,0,0,2,0,0,0,0,0,0,0
"chr12:50427762|50429090",0,0,0,2,6,0,0,0,0,0,0
"chr12:50427762|50437838",0,0,0,3,0,0,0,0,0,0,0
"chr12:50454314|50461347",0,0,0,2,0,0,2,0,0,0,0
"chr12:55789075|55796076",0,0,0,2,0,0,0,0,0,0,0
"chr12:56670275|56673065",0,0,0,3,0,0,0,0,0,0,0
"chr12:57696275|57719182",0,0,0,2,0,0,0,0,0,0,0
"chr12:58756963|58757580",0,0,0,4,0,0,0,0,0,7,0
"chr12:64108932|64115893",0,0,0,2,0,0,0,0,0,0,0
"chr12:68302620|68302872",0,0,0,2,0,0,0,0,0,0,0
"chr12:68713730|68715740",0,0,0,2,0,0,0,0,0,0,0
"chr12:70581036|70581302",0,0,0,3,0,0,0,0,0,0,0
"chr12:72562165|72575542",0,0,0,2,4,2,0,0,0,0,2
"chr12:79592611|79621207",0,0,0,2,0,0,3,3,0,0,3
"chr12:79820774|79828464",0,0,0,2,0,0,0,0,0,0,0
"chr12:95485879|95504161",0,0,0,3,0,0,0,0,0,0,0
"chr12:96297978|96300360",0,0,0,2,0,0,0,0,0,0,0
"chr12:103796894|103815121",0,0,0,2,0,0,0,0,2,0,0
"chr12:104311290|104339273",0,0,0,4,0,0,0,0,0,0,0
"chr12:106999551|107000082",0,0,0,2,0,0,0,0,2,0,0
"chr12:107744543|107746424",0,0,0,2,0,0,0,0,0,0,0
"chr12:109488572|109507735",0,0,0,2,2,0,0,0,0,0,0
"chr12:110128950|110147048",0,0,0,2,2,3,0,0,0,0,0
"chr12:110292020|110296737",0,0,0,2,0,0,0,0,0,0,0
"chr12:110340659|110342448",0,0,0,2,0,0,0,0,0,0,0
"chr12:111649939|111660675",0,0,0,3,0,0,0,0,0,0,0
"chr12:111781918|111789934",0,0,0,2,0,0,0,0,0,0,0
"chr12:112239052|112240027",0,0,0,3,3,0,0,2,0,0,0
"chr12:115996476|115997230",0,0,0,4,2,0,0,0,0,0,2
"chr12:116945364|116964854",0,0,0,4,0,0,0,0,2,0,0
"chr12:118181371|118181607",0,0,0,2,0,0,0,0,0,0,0
"chr12:120557282|120557682",0,0,0,6,8,4,0,5,3,4,2
"chr12:120557282|120560886",0,0,0,2,2,0,0,0,0,0,0
"chr12:121780872|121781192",0,0,0,2,0,0,0,0,2,0,0
"chr12:121894739|121903107",0,0,0,2,0,0,0,0,0,0,0
"chr12:122135224|122135666",0,0,0,2,0,0,0,0,2,0,0
"chr12:122216488|122218397",0,0,0,4,0,0,0,0,0,0,0
"chr12:122316749|122341697",0,0,0,2,0,0,0,0,0,0,0
"chr12:122327947|122328426",0,0,0,4,0,0,0,0,0,2,3
"chr12:122508218|122511188",0,0,0,2,2,0,0,0,0,0,0
"chr13:20002850|20006586",0,0,0,4,0,0,3,0,2,0,2
"chr13:20573021|20583019",0,0,0,2,0,0,0,0,2,0,0
"chr13:28197185|28272071",0,0,0,2,0,0,0,0,0,0,0
"chr13:40826506|40836885",0,0,0,3,0,0,0,0,0,3,0
"chr13:41466823|41468838",0,0,0,3,0,0,0,2,0,0,0
"chr13:42917541|42964139",0,0,0,2,0,0,0,0,0,0,0
"chr13:43484009|43506226",0,0,0,3,2,2,2,0,0,0,4
"chr13:45004305|45020428",0,0,0,3,0,0,0,0,0,0,0
"chr13:77205256|77212160",0,0,0,2,0,0,0,0,0,0,0
"chr13:79341123|79378907",0,0,0,2,0,0,2,0,0,0,0
"chr13:98409338|98412034",0,0,0,2,0,0,2,0,0,0,0
"chr13:98474821|98519473",0,0,0,2,0,0,0,0,0,0,0
"chr13:101575424|101598299",0,0,0,2,0,0,0,0,0,0,0
"chr13:111205289|111233293",0,0,0,2,3,0,0,0,0,0,0
"chr13:113495502|113534240",0,0,0,2,3,0,0,0,0,0,0
"chr13:114041000|114073837",0,0,0,2,3,5,0,3,0,3,0
"chr14:20395450|20396730",0,0,0,2,0,0,0,0,0,0,0
"chr14:31156840|31172122",0,0,0,3,0,0,0,0,0,3,0
"chr14:31380467|31387375",0,0,0,3,0,0,2,0,0,3,0
"chr14:32821402|32824815",0,0,0,4,0,0,0,0,0,0,0
"chr14:33215182|33215587",0,0,0,2,0,2,0,0,0,6,2
"chr14:45066578|45068643",0,0,0,2,0,0,0,0,0,0,0
"chr14:45231141|45247377",0,0,0,3,0,0,0,0,0,0,0
"chr14:49825867|49834449",0,0,0,2,0,0,0,0,0,0,0
"chr14:50635214|50645014",0,0,0,5,0,0,0,0,0,0,0
"chr14:52872799|52893427",0,0,0,3,0,0,3,0,0,0,0
"chr14:56178335|56290456",0,0,0,3,0,0,0,0,0,0,0
"chr14:56279676|56290456",0,0,0,2,0,3,0,0,0,0,0
"chr14:57246711|57247712",0,0,0,2,0,2,0,0,0,0,0
"chr14:57274244|57280422",0,0,0,2,0,0,0,0,0,0,0
"chr14:58318542|58330169",0,0,0,2,2,3,0,0,6,0,0
"chr14:60115719|60125823",0,0,0,2,0,0,0,0,0,0,0
"chr14:64516600|64523402",0,0,0,2,0,0,0,0,0,0,0
"chr14:65455621|65561766",0,0,0,2,0,0,0,0,0,0,0
"chr14:70375676|70388606",0,0,0,2,0,0,0,0,0,0,0
"chr14:73147795|73149550",0,0,0,2,0,0,0,0,0,0,0
"chr14:73282359|73297285",0,0,0,3,0,0,0,0,0,0,0
"chr14:74029184|74046130",0,0,0,4,0,2,0,0,0,0,0
"chr14:74034028|74040645",0,0,0,2,0,0,0,0,0,0,0
"chr14:75732338|75735289",0,0,0,3,0,3,0,0,0,2,3
"chr14:75771734|75902224",0,0,0,2,0,0,0,0,0,0,0
"chr14:75782487|75783530",0,0,0,3,0,0,0,0,2,0,0
"chr14:80862757|80906081",0,0,0,2,0,0,0,0,0,0,0
"chr14:92713823|92717461",0,0,0,3,0,0,0,0,0,0,0
"chr14:92951946|92993997",0,0,0,2,0,0,0,0,0,0,0
"chr14:96542243|96565214",0,0,0,2,0,0,0,0,0,0,0
"chr14:96852831|96860735",0,0,0,2,0,0,0,0,0,0,0
"chr14:99850124|99865646",0,0,0,2,0,0,0,0,0,0,0
"chr14:102968253|102970261",0,0,0,3,0,3,0,0,0,3,0
"chr15:23030885|23037152",0,0,0,2,0,0,0,0,0,0,0
"chr15:28245881|28248736",0,0,0,2,0,0,0,0,0,0,0
"chr15:30953562|30968010",0,0,0,2,0,3,0,0,0,0,0
"chr15:32857015|32910535",0,0,0,2,0,0,0,0,0,0,0
"chr15:39939505|39967879",0,0,0,3,0,0,0,0,0,0,0
"chr15:42950262|42966286",0,0,0,2,2,4,0,0,4,3,0
"chr15:43335696|43349045",0,0,0,3,3,0,0,0,4,2,0
"chr15:44331988|44339481",0,0,0,2,0,0,0,0,0,0,0
"chr15:44413336|44414615",0,0,0,2,0,0,0,0,0,0,0
"chr15:51451645|51453641",0,0,0,3,0,0,0,0,0,0,0
"chr15:56142778|56144483",0,0,0,4,0,0,0,0,0,0,0
"chr15:56373441|56412436",0,0,0,4,0,0,0,0,0,0,0
"chr15:58886975|58887540",0,0,0,4,2,6,3,4,5,2,0
"chr15:59153590|59214720",0,0,0,4,0,0,0,0,0,0,2
"chr15:59173746|59214720",0,0,0,2,0,0,0,0,0,0,0
"chr15:59178393|59218087",0,0,0,3,0,0,0,0,0,2,0
"chr15:63059584|63061788",0,0,0,2,0,0,0,0,0,0,0
"chr15:64203082|64216713",0,0,0,6,0,0,0,0,0,2,0
"chr15:65153547|65155081",0,0,0,2,0,0,0,0,0,0,0
"chr15:65696366|65706224",0,0,0,2,0,0,0,0,0,0,0
"chr15:66306824|66308844",0,0,0,2,0,0,0,0,0,0,0
"chr15:67664597|67772752",0,0,0,2,0,0,0,0,0,0,0
"chr15:67829179|67833257",0,0,0,2,0,0,0,0,0,0,0
"chr15:68141946|68173892",0,0,0,2,2,0,2,0,4,0,0
"chr15:68175637|68176654",0,0,0,2,0,0,0,0,0,0,0
"chr15:75868951|75883424",0,0,0,2,0,2,0,0,0,0,0
"chr15:76283757|76287945",0,0,0,2,0,0,0,0,0,3,0
"chr15:76574158|76665789",0,0,0,3,0,0,0,0,0,0,0
"chr15:78044900|78054187",0,0,0,2,3,0,0,0,0,2,0
"chr15:80970462|80982182",0,0,0,4,3,3,0,0,2,4,0
"chr15:85064370|85109130",0,0,0,3,0,0,0,0,0,0,0
"chr15:85639374|85645954",0,0,0,2,0,0,0,0,3,0,0
"chr15:90439332|90456315",0,0,0,2,0,0,0,0,0,0,0
"chr15:92937518|92939718",0,0,0,2,0,0,0,0,0,3,0
"chr15:95288302|95307576",0,0,0,2,0,0,0,0,0,0,0
"chr15:99333923|99363265",0,0,0,2,0,0,0,0,0,0,0
"chr16:533946|536142",0,0,0,2,0,0,0,0,0,0,4
"chr16:15703780|15703924",0,0,0,2,0,0,0,0,0,0,0
"chr16:15735366|15745237",0,0,0,4,0,0,0,0,2,0,2
"chr16:15738565|15740188",0,0,0,2,0,0,0,0,0,0,0
"chr16:15873491|15879888",0,0,0,2,0,0,0,0,0,0,0
"chr16:19691353|19699648",0,0,0,2,0,0,0,0,0,0,0
"chr16:21315884|21352138",0,0,0,2,0,0,0,0,0,0,0
"chr16:21962460|21976243",0,0,0,3,5,0,0,0,0,4,0
"chr16:24968351|24970580",0,0,0,2,2,0,0,0,0,0,0
"chr16:25128475|25151615",0,0,0,2,0,0,0,0,0,0,0
"chr16:25161102|25169213",0,0,0,2,0,0,0,0,0,0,0
"chr16:27533291|27545523",0,0,0,2,0,0,0,0,0,0,0
"chr16:28166508|28169909",0,0,0,3,0,0,0,0,2,0,0
"chr16:31722626|31885256",0,0,0,2,0,0,0,0,0,0,0
"chr16:47497399|47596531",0,0,0,3,0,3,2,0,0,0,0
"chr16:66805777|66806026",0,0,0,3,0,0,0,0,0,0,0
"chr16:67036639|67082308",0,0,0,2,3,2,0,0,3,3,0
"chr16:68053564|68056424",0,0,0,2,0,0,0,0,0,0,0
"chr16:68274691|68287871",0,0,0,2,0,0,0,0,0,0,0
"chr16:70567411|70570149",0,0,0,2,0,0,0,0,0,0,0
"chr16:71658233|71679535",0,0,0,3,0,0,0,2,0,0,0
"chr16:71684476|71714801",0,0,0,2,0,0,0,0,0,0,0
"chr16:81351583|81377702",0,0,0,2,0,0,2,0,2,4,0
"chr16:88018428|88038011",0,0,0,2,0,0,0,0,0,0,0
"chr16:88586600|88611536",0,0,0,2,0,0,0,0,0,4,3
"chr17:1548296|1553149",0,0,0,3,0,3,0,0,0,3,4
"chr17:2282647|2300664",0,0,0,2,0,0,0,0,0,0,0
"chr17:4051971|4058155",0,0,0,2,0,0,0,0,0,0,0
"chr17:8238031|8238629",0,0,0,5,0,0,0,0,0,0,3
"chr17:8493733|8495241",0,0,0,4,0,0,0,0,0,0,0
"chr17:8506318|8509949",0,0,0,3,2,0,3,0,0,0,2
"chr17:11263366|11276843",0,0,0,2,0,2,0,0,0,0,0
"chr17:12081356|12113360",0,0,0,3,3,0,0,0,2,2,2
"chr17:18285142|18285520",0,0,0,2,0,0,0,0,0,0,0
"chr17:18865469|18867334",0,0,0,2,0,0,2,0,0,0,0
"chr17:19904886|19931978",0,0,0,2,0,0,0,0,0,0,0
"chr17:19920036|19936430",0,0,0,2,0,0,0,0,0,0,0
"chr17:20204333|20205936",0,0,0,2,0,0,0,0,0,0,3
"chr17:20204333|20213240",0,0,0,2,0,2,0,0,0,0,0
"chr17:20204333|20232405",0,0,0,8,3,2,3,0,2,2,2
"chr17:20204333|20260294",0,0,0,2,0,0,0,0,0,0,0
"chr17:27303367|27310174",0,0,0,3,0,0,0,0,0,0,0
"chr17:29666867|29703062",0,0,0,3,0,0,0,0,0,0,0
"chr17:29684563|29695523",0,0,0,2,0,0,0,0,0,0,0
"chr17:30481143|30484770",0,0,0,2,0,0,3,0,0,0,0
"chr17:30803901|30804108",0,0,0,2,0,0,0,0,0,0,0
"chr17:31155983|31169997",0,0,0,2,0,2,0,0,4,4,2
"chr17:31327649|31358632",0,0,0,2,0,0,0,0,0,2,2
"chr17:32171043|32183272",0,0,0,3,0,0,0,0,0,0,0
"chr17:36952886|36953907",0,0,0,2,4,2,3,0,3,2,2
"chr17:37221724|37289528",0,0,0,2,0,0,0,0,0,0,0
"chr17:37283267|37289528",0,0,0,2,4,2,0,0,0,0,0
"chr17:39216810|39217173",0,0,0,2,0,0,0,0,0,0,0
"chr17:39297127|39343241",0,0,0,2,0,0,0,0,0,0,0
"chr17:39423327|39427790",0,0,0,2,0,0,0,0,0,0,0
"chr17:39908958|39909924",0,0,0,2,4,0,0,0,0,0,3
"chr17:40260535|40262641",0,0,0,2,0,0,0,0,0,0,0
"chr17:42837649|42839380",0,0,0,2,0,0,4,0,2,0,0
"chr17:44435065|44464544",0,0,0,3,0,0,0,0,0,2,0
"chr17:44797563|44807469",0,0,0,2,0,0,0,0,0,0,0
"chr17:46050533|46067667",0,0,0,2,0,0,2,0,0,0,0
"chr17:46066537|46067667",0,0,0,5,0,0,0,0,0,0,2
"chr17:49805363|49811574",0,0,0,2,0,0,0,0,0,0,0
"chr17:50194130|50194828",0,0,0,2,0,0,0,2,0,0,0
"chr17:51041501|51056482",0,0,0,2,0,3,0,0,4,0,0
"chr17:55072900|55081183",0,0,0,2,0,0,0,0,0,0,2
"chr17:56814869|56825321",0,0,0,2,0,0,0,0,0,0,0
"chr17:56844019|56845809",0,0,0,2,0,2,2,0,0,0,0
"chr17:59910562|59914703",0,0,0,4,0,4,0,2,2,2,0
"chr17:61984171|61985090",0,0,0,4,2,3,0,0,0,4,2
"chr17:63151270|63267873",0,0,0,2,0,0,0,0,0,0,0
"chr17:63760914|63766194",0,0,0,5,4,2,0,0,3,0,0
"chr17:64341634|64353510",0,0,0,3,0,0,0,0,0,0,0
"chr17:64519321|64526200",0,0,0,2,0,0,0,0,0,0,0
"chr17:66123265|66132763",0,0,0,2,0,0,0,0,0,0,0
"chr17:66129746|66183307",0,0,0,2,0,0,0,0,0,2,0
"chr17:67886128|67975958",0,0,0,2,0,0,2,0,0,2,0
"chr17:67920015|67922990",0,0,0,2,0,0,0,2,0,0,0
"chr17:68444493|68452992",0,0,0,2,0,0,0,0,0,0,0
"chr17:73199865|73206817",0,0,0,2,0,0,0,0,3,0,0
"chr17:73203000|73203793",0,0,0,2,0,0,0,0,0,0,0
"chr17:78004170|78031842",0,0,0,3,0,2,4,0,0,3,0
"chr17:82900651|82911789",0,0,0,3,0,0,2,0,0,3,2
"chr18:2732265|2752552",0,0,0,2,0,0,0,0,0,0,0
"chr18:6263947|6312056",0,0,0,3,0,0,2,0,2,0,0
"chr18:9182382|9208803",0,0,0,2,0,0,0,0,0,0,0
"chr18:11999054|12014373",0,0,0,2,0,3,0,0,0,0,0
"chr18:12009883|12014373",0,0,0,4,0,0,2,0,0,0,0
"chr18:12999421|13042334",0,0,0,2,0,0,0,2,4,0,0
"chr18:21039472|21044186",0,0,0,2,0,0,2,0,2,0,0
"chr18:21778103|21779685",0,0,0,2,0,0,0,0,0,0,0
"chr18:25322008|25327448",0,0,0,2,0,0,0,0,0,2,0
"chr18:32042179|32045732",0,0,0,2,0,0,0,0,2,0,0
"chr18:36142281|36160015",0,0,0,2,0,2,0,0,3,0,0
"chr18:42015476|42029441",0,0,0,5,0,2,0,0,3,0,0
"chr18:42037692|42049605",0,0,0,2,0,2,0,0,0,0,0
"chr18:44701175|44703107",0,0,0,2,0,0,0,0,2,0,0
"chr18:50918110|50940386",0,0,0,2,0,0,2,0,0,0,0
"chr18:56923922|56939393",0,0,0,2,0,0,2,0,0,3,0
"chr18:58918271|58953799",0,0,0,2,0,0,0,0,0,0,0
"chr18:58939445|58953799",0,0,0,5,0,0,0,0,0,0,0
"chr18:62348168|62349937",0,0,0,2,2,7,0,0,0,0,2
"chr18:63338800|63362868",0,0,0,2,0,0,0,0,0,0,0
"chr18:69010934|69054133",0,0,0,3,0,4,0,0,0,0,0
"chr18:76849526|76871825",0,0,0,2,4,2,0,0,2,2,3
"chr19:8896811|8902222",0,0,0,5,0,0,0,0,18,0,0
"chr19:10163326|10177367",0,0,0,3,0,0,0,0,0,0,0
"chr19:10173871|10177367",0,0,0,3,0,0,0,0,0,0,0
"chr19:14042453|14042789",0,0,0,3,0,0,0,0,0,0,0
"chr19:17156909|17163122",0,0,0,3,0,2,0,0,0,0,0
"chr19:18924233|18924979",0,0,0,3,0,0,0,0,0,0,2
"chr19:21098185|21098910",0,0,0,2,0,2,0,0,0,2,0
"chr19:45025329|45025737",0,0,0,6,3,3,2,3,3,7,0
"chr19:45187331|45187740",0,0,0,2,0,0,0,0,0,0,0
"chr19:45263113|45266281",0,0,0,2,2,0,0,4,0,2,2
"chr19:45521322|45522818",0,0,0,3,0,3,0,0,0,0,0
"chr19:49331617|49332320",0,0,0,2,0,0,0,0,0,0,0
"chr19:49997504|49998014",0,0,0,2,3,0,0,0,0,0,0
"chr19:52574077|52584197",0,0,0,4,0,0,0,0,0,0,0
"chr19:57776543|57780146",0,0,0,2,0,0,0,0,2,0,0
"chr19:58260851|58263676",0,0,0,2,0,0,2,0,0,0,3
"chr2:10788697|10790833",0,0,0,2,0,0,0,0,0,0,0
"chr2:15374608|15417712",0,0,0,2,0,0,0,0,0,0,0
"chr2:15394227|15417712",0,0,0,3,0,2,0,0,0,0,0
"chr2:15394227|15478289",0,0,0,2,0,0,0,0,0,0,0
"chr2:15424315|15511350",0,0,0,2,0,0,0,0,0,0,0
"chr2:15504145|15539356",0,0,0,3,0,4,0,0,0,0,0
"chr2:20254863|20256170",0,0,0,4,0,2,0,0,0,0,0
"chr2:24135119|24161613",0,0,0,2,0,0,0,0,0,0,0
"chr2:26429628|26432006",0,0,0,2,2,0,0,0,0,0,0
"chr2:28917893|28929710",0,0,0,3,0,0,0,0,0,0,0
"chr2:29133655|29145367",0,0,0,2,4,0,2,0,0,3,0
"chr2:32114638|32128479",0,0,0,2,0,0,0,0,0,0,0
"chr2:32401163|32433804",0,0,0,2,0,0,0,0,0,2,0
"chr2:32777882|32787149",0,0,0,2,0,0,0,0,0,0,0
"chr2:33257284|33347510",0,0,0,2,0,0,0,0,2,0,2
"chr2:33257443|33280158",0,0,0,2,0,0,0,0,0,0,0
"chr2:37950279|38017860",0,0,0,3,0,0,0,0,0,0,0
"chr2:40139401|40178493",0,0,0,2,0,0,2,0,0,0,0
"chr2:43586401|43592416",0,0,0,2,0,0,0,0,0,0,0
"chr2:45697941|45701524",0,0,0,3,0,0,0,0,0,0,0
"chr2:46907810|46909177",0,0,0,4,0,0,0,0,0,0,0
"chr2:47822218|47823360",0,0,0,4,5,3,3,0,0,5,0
"chr2:47834579|47834871",0,0,0,2,0,0,0,0,0,0,0
"chr2:47838859|47839769",0,0,0,3,0,0,0,0,2,0,0
"chr2:48474683|48491170",0,0,0,2,2,0,0,0,2,0,0
"chr2:48498493|48511468",0,0,0,11,9,3,3,5,2,2,2
"chr2:48498493|48514967",0,0,0,2,0,0,2,0,0,0,0
"chr2:48580587|48597379",0,0,0,2,0,0,0,0,0,0,0
"chr2:49097432|49097767",0,0,0,2,0,0,0,0,0,0,0
"chr2:55308809|55309254",0,0,0,4,2,0,0,0,0,0,0
"chr2:61162842|61164540",0,0,0,4,0,0,0,0,0,0,0
"chr2:62000701|62000982",0,0,0,3,3,3,0,0,0,6,0
"chr2:63484604|63571626",0,0,0,3,0,0,0,0,0,0,0
"chr2:63856306|63884093",0,0,0,2,0,0,0,0,0,0,0
"chr2:63882466|63884093",0,0,0,2,0,0,0,0,0,0,0
"chr2:65001448|65010763",0,0,0,4,0,0,0,0,0,0,2
"chr2:68386502|68394176",0,0,0,4,0,0,0,0,0,0,0
"chr2:70160625|70181997",0,0,0,2,0,0,0,2,0,0,0
"chr2:70259360|70261386",0,0,0,2,0,0,0,0,0,0,0
"chr2:72465160|72575668",0,0,0,2,3,0,0,0,0,0,0
"chr2:73534824|73573424",0,0,0,4,0,2,0,0,3,3,4
"chr2:96733519|96734526",0,0,0,2,0,0,0,0,0,2,0
"chr2:97142640|97211741",0,0,0,3,0,0,0,0,0,0,0
"chr2:101050401|101059539",0,0,0,2,0,2,0,0,0,0,0
"chr2:105373559|105386540",0,0,0,2,0,0,0,0,0,0,0
"chr2:109329224|109347949",0,0,0,2,2,0,0,2,2,3,0
"chr2:109553087|109585838",0,0,0,2,0,0,0,0,0,0,0
"chr2:112001201|112003984",0,0,0,3,0,0,0,0,0,0,0
"chr2:120127688|120175000",0,0,0,2,2,4,0,0,0,0,0
"chr2:127654424|127654896",0,0,0,4,0,0,0,0,0,3,2
"chr2:134253095|134270550",0,0,0,4,3,0,0,0,0,0,2
"chr2:135631718|135680324",0,0,0,2,0,0,0,0,0,0,0
